Measurement conditions,,,
Sample identification,m-M1-As Noturn 06-04-23,,
38.74772942,48.195,4168,64.56
38.75859586,48.195,4019,63.3956
38.7694623,48.195,4173,64.5988
38.78032874,48.195,4139,64.3351
38.79119518,48.195,4255,65.2304
38.80206162,48.195,4218,64.9461
38.81292806,48.195,4058,63.7024
38.8237945,48.195,4007,63.3009
38.83466094,48.195,4108,64.0937
38.84552738,48.195,4202,64.8228
38.85639382,48.195,4196,64.7765
38.86726026,48.195,4128,64.2495
38.8781267,48.195,4157,64.4748
38.88899314,48.195,4170,64.5755
38.89985958,48.195,4219,64.9538
38.91072602,48.195,4197,64.7843
38.92159246,48.195,4377,66.1589
38.9324589,48.195,4315,65.6887
38.94332534,48.195,4336,65.8483
38.95419178,48.195,4299,65.5668
38.96505822,48.195,4426,66.5282
38.97592466,48.195,4451,66.7158
38.9867911,48.195,4462,66.7982
38.99765754,48.195,4407,66.3852
39.00852398,48.195,4490,67.0075
39.01939042,48.195,4492,67.0224
39.03025686,48.195,4583,67.6979
39.0411233,48.195,4667,68.3154
39.05198974,48.195,4605,67.8602
39.06285618,48.195,4438,66.6183
39.07372262,48.195,4543,67.4018
39.08458906,48.195,4462,66.7982
39.0954555,48.195,4563,67.55
39.10632194,48.195,4488,66.9925
39.11718838,48.195,4474,66.888
39.12805482,48.195,4562,67.5426
39.13892126,48.195,4556,67.4981
39.1497877,48.195,4519,67.2235
39.16065414,48.195,4605,67.8602
39.17152058,48.195,4654,68.2202
39.18238702,48.195,4795,69.2459
39.19325346,48.195,4647,68.1689
39.2041199,48.195,4685,68.4471
39.21498634,48.195,4710,68.6294
39.22585278,48.195,4856,69.685
39.23671922,48.195,4667,68.3154
39.24758566,48.195,4852,69.6563
39.2584521,48.195,4633,68.0661
39.26931854,48.195,4778,69.1231
39.28018498,48.195,4826,69.4694
39.29105142,48.195,4817,69.4046
39.30191786,48.195,4859,69.7065
39.3127843,48.195,4824,69.455
39.32365074,48.195,5004,70.739
39.33451718,48.195,5255,72.4914
39.34538362,48.195,5352,73.1574
39.35625006,48.195,5395,73.4507
39.3671165,48.195,5403,73.5051
39.37798294,48.195,5269,72.5879
39.38884938,48.195,5046,71.0352
39.39971582,48.195,4883,69.8785
39.41058226,48.195,4571,67.6092
39.4214487,48.195,4922,70.157
39.43231514,48.195,5046,71.0352
39.44318158,48.195,5241,72.3948
39.45404802,48.195,5733,75.7166
39.46491446,48.195,5864,76.5768
39.4757809,48.195,5986,77.3692
39.48664734,48.195,5731,75.7034
39.49751378,48.195,5545,74.4648
39.50838022,48.195,5779,76.0197
39.51924666,48.195,5803,76.1774
39.5301131,48.195,6045,77.7496
39.54097954,48.195,6353,79.7057
39.55184598,48.195,6582,81.1295
39.56271242,48.195,6747,82.1401
39.57357886,48.195,6985,83.5763
39.5844453,48.195,7074,84.1071
39.59531174,48.195,7128,84.4275
39.60617818,48.195,7149,84.5518
39.61704462,48.195,7117,84.3623
39.62791106,48.195,6704,81.878
39.6387775,48.195,6559,80.9877
39.64964394,48.195,5983,77.3499
39.66051038,48.195,5583,74.7195
39.67137682,48.195,5448,73.8106
39.68224326,48.195,5387,73.3962
39.6931097,48.195,5345,73.1095
39.70397614,48.195,5500,74.162
39.71484258,48.195,5401,73.4915
39.72570902,48.195,5074,71.232
39.73657546,48.195,5011,70.7884
39.7474419,48.195,4651,68.1982
39.75830834,48.195,4444,66.6633
39.76917478,48.195,4172,64.591
39.78004122,48.195,4397,66.3099
39.79090766,48.195,4133,64.2884
39.8017741,48.195,4073,63.8201
39.81264054,48.195,4195,64.7688
39.82350698,48.195,4339,65.8711
39.83437342,48.195,4451,66.7158
39.84523986,48.195,4312,65.6658
39.8561063,48.195,4459,66.7757
39.86697274,48.195,4478,66.9179
39.87783918,48.195,4439,66.6258
39.88870562,48.195,4725,68.7386
39.89957206,48.195,4587,67.7274
39.9104385,48.195,4533,67.3276
39.92130494,48.195,4721,68.7095
39.93217138,48.195,4668,68.3228
39.94303782,48.195,4680,68.4105
39.95390426,48.195,4449,66.7008
39.9647707,48.195,4635,68.0808
39.97563714,48.195,4755,68.9565
39.98650358,48.195,4914,70.0999
39.99737002,48.195,5057,71.1126
40.00823646,48.195,5316,72.9109
40.0191029,48.195,5507,74.2092
40.02996934,48.195,5670,75.2994
40.04083578,48.195,5829,76.3479
40.05170222,48.195,5815,76.2561
40.06256866,48.195,5945,77.1038
40.0734351,48.195,5861,76.5572
40.08430154,48.195,5855,76.518
40.09516798,48.195,6036,77.6917
40.10603442,48.195,6533,80.827
40.11690086,48.195,6621,81.3695
40.1277673,48.195,6959,83.4206
40.13863374,48.195,7090,84.2021
40.14950018,48.195,7522,86.7295
40.16036662,48.195,7793,88.278
40.17123306,48.195,8193,90.5152
40.1820995,48.195,8255,90.857
40.19296594,48.195,8435,91.8423
40.20383238,48.195,8326,91.2469
40.21469882,48.195,7939,89.1011
40.22556526,48.195,7438,86.2438
40.2364317,48.195,7088,84.1903
40.24729814,48.195,7147,84.5399
40.25816458,48.195,7153,84.5754
40.26903102,48.195,7177,84.7172
40.27989746,48.195,7234,85.0529
40.2907639,48.195,7163,84.6345
40.30163034,48.195,7189,84.788
40.31249678,48.195,6539,80.8641
40.32336322,48.195,6136,78.3326
40.33422966,48.195,5649,75.1598
40.3450961,48.195,5524,74.3236
40.35596254,48.195,5381,73.3553
40.36682898,48.195,5237,72.3671
40.37769542,48.195,5226,72.2911
40.38856186,48.195,5252,72.4707
40.3994283,48.195,5102,71.4283
40.41029474,48.195,4963,70.4486
40.42116118,48.195,4703,68.5784
40.43202762,48.195,4718,68.6877
40.44289406,48.195,4585,67.7126
40.4537605,48.195,4533,67.3276
40.46462694,48.195,4743,68.8694
40.47549338,48.195,4859,69.7065
40.48635982,48.195,4900,70
40.49722626,48.195,4966,70.4699
40.5080927,48.195,5247,72.4362
40.51895914,48.195,5349,73.1369
40.52982558,48.195,5575,74.6659
40.54069202,48.195,5504,74.1889
40.55155846,48.195,5462,73.9053
40.5624249,48.195,5468,73.9459
40.57329134,48.195,5432,73.7021
40.58415778,48.195,5036,70.9648
40.59502422,48.195,5047,71.0422
40.60589066,48.195,4871,69.7925
40.6167571,48.195,5045,71.0282
40.62762354,48.195,5179,71.9653
40.63848998,48.195,5226,72.2911
40.64935642,48.195,5234,72.3464
40.66022286,48.195,5026,70.8943
40.6710893,48.195,5137,71.6729
40.68195574,48.195,4959,70.4202
40.69282218,48.195,4992,70.6541
40.70368862,48.195,5046,71.0352
40.71455506,48.195,5027,70.9013
40.7254215,48.195,5090,71.3442
40.73628794,48.195,5075,71.239
40.74715438,48.195,4832,69.5126
40.75802082,48.195,4593,67.7717
40.76888726,48.195,4435,66.5958
40.7797537,48.195,4484,66.9627
40.79062014,48.195,4397,66.3099
40.80148658,48.195,4398,66.3174
40.81235302,48.195,4528,67.2904
40.82321946,48.195,4326,65.7723
40.8340859,48.195,4532,67.3201
40.84495234,48.195,4326,65.7723
40.85581878,48.195,4262,65.284
40.86668522,48.195,4046,63.6082
40.87755166,48.195,4123,64.2106
40.8884181,48.195,4050,63.6396
40.89928454,48.195,3961,62.9365
40.91015098,48.195,3904,62.482
40.92101742,48.195,3969,63
40.93188386,48.195,3816,61.7738
40.9427503,48.195,3819,61.7981
40.95361674,48.195,3890,62.3699
40.96448318,48.195,3883,62.3137
40.97534962,48.195,3874,62.2415
40.98621606,48.195,3920,62.6099
40.9970825,48.195,3759,61.3107
41.00794894,48.195,3968,62.9921
41.01881538,48.195,3863,62.153
41.02968182,48.195,3942,62.7853
41.04054826,48.195,3926,62.6578
41.0514147,48.195,3823,61.8304
41.06228114,48.195,3862,62.145
41.07314758,48.195,3734,61.1065
41.08401402,48.195,3929,62.6817
41.09488046,48.195,3842,61.9839
41.1057469,48.195,3843,61.9919
41.11661334,48.195,3700,60.8276
41.12747978,48.195,3770,61.4003
41.13834622,48.195,3872,62.2254
41.14921266,48.195,3876,62.2575
41.1600791,48.195,3765,61.3596
41.17094554,48.195,3777,61.4573
41.18181198,48.195,3775,61.441
41.19267842,48.195,3819,61.7981
41.20354486,48.195,3951,62.857
41.2144113,48.195,3878,62.2736
41.22527774,48.195,3887,62.3458
41.23614418,48.195,3766,61.3677
41.24701062,48.195,3892,62.3859
41.25787706,48.195,3690,60.7454
41.2687435,48.195,3828,61.8708
41.27960994,48.195,3743,61.1801
41.29047638,48.195,3794,61.5955
41.30134282,48.195,3770,61.4003
41.31220926,48.195,3809,61.7171
41.3230757,48.195,3690,60.7454
41.33394214,48.195,3788,61.5467
41.34480858,48.195,3825,61.8466
41.35567502,48.195,3772,61.4166
41.36654146,48.195,3708,60.8933
41.3774079,48.195,3918,62.5939
41.38827434,48.195,3790,61.563
41.39914078,48.195,3856,62.0967
41.41000722,48.195,3680,60.663
41.42087366,48.195,3849,62.0403
41.4317401,48.195,3833,61.9112
41.44260654,48.195,3806,61.6928
41.45347298,48.195,3822,61.8223
41.46433942,48.195,3816,61.7738
41.47520586,48.195,3855,62.0886
41.4860723,48.195,3858,62.1128
41.49693874,48.195,3912,62.546
41.50780518,48.195,3844,62
41.51867162,48.195,3944,62.8013
41.52953806,48.195,3891,62.3779
41.5404045,48.195,3797,61.6198
41.55127094,48.195,3947,62.8252
41.56213738,48.195,3804,61.6766
41.57300382,48.195,3886,62.3378
41.58387026,48.195,3923,62.6339
41.5947367,48.195,3890,62.3699
41.60560314,48.195,3961,62.9365
41.61646958,48.195,3766,61.3677
41.62733602,48.195,3782,61.498
41.63820246,48.195,3909,62.522
41.6490689,48.195,3918,62.5939
41.65993534,48.195,3969,63
41.67080178,48.195,3733,61.0983
41.68166822,48.195,3797,61.6198
41.69253466,48.195,3766,61.3677
41.7034011,48.195,3781,61.4898
41.71426754,48.195,3873,62.2334
41.72513398,48.195,3884,62.3217
41.73600042,48.195,3939,62.7615
41.74686686,48.195,3913,62.554
41.7577333,48.195,3864,62.1611
41.76859974,48.195,3930,62.6897
41.77946618,48.195,4047,63.616
41.79033262,48.195,3941,62.7774
41.80119906,48.195,4038,63.5453
41.8120655,48.195,4070,63.7966
41.82293194,48.195,4038,63.5453
41.83379838,48.195,3798,61.6279
41.84466482,48.195,4036,63.5295
41.85553126,48.195,3965,62.9682
41.8663977,48.195,4030,63.4823
41.87726414,48.195,3957,62.9047
41.88813058,48.195,3871,62.2174
41.89899702,48.195,3907,62.506
41.90986346,48.195,3848,62.0322
41.9207299,48.195,3974,63.0397
41.93159634,48.195,3880,62.2896
41.94246278,48.195,3912,62.546
41.95332922,48.195,3874,62.2415
41.96419566,48.195,3740,61.1555
41.9750621,48.195,3888,62.3538
41.98592854,48.195,3874,62.2415
41.99679498,48.195,3960,62.9285
42.00766142,48.195,3820,61.8061
42.01852786,48.195,3759,61.3107
42.0293943,48.195,3931,62.6977
42.04026074,48.195,3954,62.8808
42.05112718,48.195,3841,61.9758
42.06199362,48.195,3916,62.578
42.07286006,48.195,3893,62.3939
42.0837265,48.195,3821,61.8142
42.09459294,48.195,3786,61.5305
42.10545938,48.195,3920,62.6099
42.11632582,48.195,3875,62.2495
42.12719226,48.195,3881,62.2977
42.1380587,48.195,3984,63.1189
42.14892514,48.195,3981,63.0952
42.15979158,48.195,3950,62.849
42.17065802,48.195,3884,62.3217
42.18152446,48.195,4025,63.4429
42.1923909,48.195,3994,63.1981
42.20325734,48.195,3942,62.7853
42.21412378,48.195,3903,62.474
42.22499022,48.195,3855,62.0886
42.23585666,48.195,3874,62.2415
42.2467231,48.195,3796,61.6117
42.25758954,48.195,3973,63.0317
42.26845598,48.195,3883,62.3137
42.27932242,48.195,3901,62.458
42.29018886,48.195,3999,63.2376
42.3010553,48.195,3852,62.0645
42.31192174,48.195,3961,62.9365
42.32278818,48.195,3915,62.57
42.33365462,48.195,3785,61.5224
42.34452106,48.195,3793,61.5873
42.3553875,48.195,3682,60.6795
42.36625394,48.195,3851,62.0564
42.37712038,48.195,3856,62.0967
42.38798682,48.195,3806,61.6928
42.39885326,48.195,3731,61.0819
42.4097197,48.195,3844,62
42.42058614,48.195,3897,62.426
42.43145258,48.195,3878,62.2736
42.44231902,48.195,3937,62.7455
42.45318546,48.195,3932,62.7057
42.4640519,48.195,3853,62.0725
42.47491834,48.195,3906,62.498
42.48578478,48.195,3878,62.2736
42.49665122,48.195,3944,62.8013
42.50751766,48.195,3849,62.0403
42.5183841,48.195,3870,62.2093
42.52925054,48.195,3816,61.7738
42.54011698,48.195,3860,62.1289
42.55098342,48.195,3796,61.6117
42.56184986,48.195,4034,63.5138
42.5727163,48.195,4021,63.4114
42.58358274,48.195,4012,63.3404
42.59444918,48.195,3926,62.6578
42.60531562,48.195,4022,63.4192
42.61618206,48.195,3998,63.2297
42.6270485,48.195,4034,63.5138
42.63791494,48.195,4107,64.0859
42.64878138,48.195,4034,63.5138
42.65964782,48.195,4092,63.9687
42.67051426,48.195,4018,63.3877
42.6813807,48.195,4032,63.498
42.69224714,48.195,4079,63.867
42.70311358,48.195,3958,62.9126
42.71398002,48.195,4064,63.7495
42.72484646,48.195,4136,64.3117
42.7357129,48.195,4227,65.0154
42.74657934,48.195,4170,64.5755
42.75744578,48.195,4286,65.4675
42.76831222,48.195,4363,66.053
42.77917866,48.195,4580,67.6757
42.7900451,48.195,4422,66.4981
42.80091154,48.195,4408,66.3928
42.81177798,48.195,4245,65.1537
42.82264442,48.195,4278,65.4064
42.83351086,48.195,4143,64.3661
42.8443773,48.195,4152,64.436
42.85524374,48.195,4090,63.9531
42.86611018,48.195,4108,64.0937
42.87697662,48.195,4281,65.4294
42.88784306,48.195,4083,63.8984
42.8987095,48.195,4077,63.8514
42.90957594,48.195,4140,64.3428
42.92044238,48.195,4082,63.8905
42.93130882,48.195,4003,63.2693
42.94217526,48.195,3939,62.7615
42.9530417,48.195,4015,63.364
42.96390814,48.195,3810,61.7252
42.97477458,48.195,3918,62.5939
42.98564102,48.195,3865,62.1691
42.99650746,48.195,3862,62.145
43.0073739,48.195,3875,62.2495
43.01824034,48.195,3728,61.0574
43.02910678,48.195,3813,61.7495
43.03997322,48.195,3796,61.6117
43.05083966,48.195,3799,61.636
43.0617061,48.195,3869,62.2013
43.07257254,48.195,3807,61.7009
43.08343898,48.195,3811,61.7333
43.09430542,48.195,3833,61.9112
43.10517186,48.195,3729,61.0655
43.1160383,48.195,3948,62.8331
43.12690474,48.195,3972,63.0238
43.13777118,48.195,4009,63.3167
43.14863762,48.195,3963,62.9524
43.15950406,48.195,4056,63.6867
43.1703705,48.195,3884,62.3217
43.18123694,48.195,3873,62.2334
43.19210338,48.195,3777,61.4573
43.20296982,48.195,3784,61.5142
43.21383626,48.195,3701,60.8358
43.2247027,48.195,3847,62.0242
43.23556914,48.195,3773,61.4248
43.24643558,48.195,3764,61.3514
43.25730202,48.195,3815,61.7657
43.26816846,48.195,3847,62.0242
43.2790349,48.195,3851,62.0564
43.28990134,48.195,4085,63.914
43.30076778,48.195,4024,63.435
43.31163422,48.195,4176,64.622
43.32250066,48.195,4171,64.5833
43.3333671,48.195,4246,65.1613
43.34423354,48.195,4271,65.3529
43.35509998,48.195,4096,64
43.36596642,48.195,3987,63.1427
43.37683286,48.195,3955,62.8888
43.3876993,48.195,3986,63.1348
43.39856574,48.195,3918,62.5939
43.40943218,48.195,4213,64.9076
43.42029862,48.195,4199,64.7997
43.43116506,48.195,4188,64.7148
43.4420315,48.195,4258,65.2534
43.45289794,48.195,4276,65.3911
43.46376438,48.195,4198,64.792
43.47463082,48.195,4133,64.2884
43.48549726,48.195,3982,63.1031
43.4963637,48.195,3850,62.0484
43.50723014,48.195,3811,61.7333
43.51809658,48.195,3906,62.498
43.52896302,48.195,3930,62.6897
43.53982946,48.195,3792,61.5792
43.5506959,48.195,3935,62.7296
43.56156234,48.195,3867,62.1852
43.57242878,48.195,3928,62.6738
43.58329522,48.195,3742,61.1719
43.59416166,48.195,3889,62.3618
43.6050281,48.195,3793,61.5873
43.61589454,48.195,3773,61.4248
43.62676098,48.195,3871,62.2174
43.63762742,48.195,3927,62.6658
43.64849386,48.195,4065,63.7574
43.6593603,48.195,4046,63.6082
43.67022674,48.195,4104,64.0625
43.68109318,48.195,4186,64.6993
43.69195962,48.195,4142,64.3584
43.70282606,48.195,4038,63.5453
43.7136925,48.195,4125,64.2262
43.72455894,48.195,4123,64.2106
43.73542538,48.195,4018,63.3877
43.74629182,48.195,4217,64.9384
43.75715826,48.195,4115,64.1483
43.7680247,48.195,4227,65.0154
43.77889114,48.195,4091,63.9609
43.78975758,48.195,4053,63.6632
43.80062402,48.195,4139,64.3351
43.81149046,48.195,4086,63.9218
43.8223569,48.195,4243,65.1383
43.83322334,48.195,4216,64.9307
43.84408978,48.195,4282,65.437
43.85495622,48.195,4298,65.5591
43.86582266,48.195,4249,65.1844
43.8766891,48.195,4271,65.3529
43.88755554,48.195,4217,64.9384
43.89842198,48.195,4181,64.6607
43.90928842,48.195,4177,64.6297
43.92015486,48.195,4093,63.9766
43.9310213,48.195,4040,63.561
43.94188774,48.195,4031,63.4902
43.95275418,48.195,4133,64.2884
43.96362062,48.195,4034,63.5138
43.97448706,48.195,4195,64.7688
43.9853535,48.195,4086,63.9218
43.99621994,48.195,4098,64.0156
44.00708638,48.195,3897,62.426
44.01795282,48.195,3904,62.482
44.02881926,48.195,3891,62.3779
44.0396857,48.195,3828,61.8708
44.05055214,48.195,3646,60.3821
44.06141858,48.195,3827,61.8628
44.07228502,48.195,3748,61.2209
44.08315146,48.195,3779,61.4736
44.0940179,48.195,3689,60.7371
44.10488434,48.195,3820,61.8061
44.11575078,48.195,3618,60.1498
44.12661722,48.195,3576,59.7997
44.13748366,48.195,3539,59.4895
44.1483501,48.195,3470,58.9067
44.15921654,48.195,3634,60.2827
44.17008298,48.195,3669,60.5723
44.18094942,48.195,3556,59.6322
44.19181586,48.195,3560,59.6657
44.2026823,48.195,3508,59.2284
44.21354874,48.195,3484,59.0254
44.22441518,48.195,3417,58.4551
44.23528162,48.195,3563,59.6909
44.24614806,48.195,3578,59.8164
44.2570145,48.195,3546,59.5483
44.26788094,48.195,3488,59.0593
44.27874738,48.195,3593,59.9416
44.28961382,48.195,3527,59.3886
44.30048026,48.195,3474,58.9406
44.3113467,48.195,3555,59.6238
44.32221314,48.195,3471,58.9152
44.33307958,48.195,3623,60.1914
44.34394602,48.195,3542,59.5147
44.35481246,48.195,3459,58.8133
44.3656789,48.195,3515,59.2874
44.37654534,48.195,3486,59.0424
44.38741178,48.195,3541,59.5063
44.39827822,48.195,3544,59.5315
44.40914466,48.195,3560,59.6657
44.4200111,48.195,3554,59.6154
44.43087754,48.195,3627,60.2246
44.44174398,48.195,3365,58.0086
44.45261042,48.195,3502,59.1777
44.46347686,48.195,3559,59.6574
44.4743433,48.195,3550,59.5819
44.48520974,48.195,3506,59.2115
44.49607618,48.195,3350,57.8792
44.50694262,48.195,3521,59.338
44.51780906,48.195,3498,59.1439
44.5286755,48.195,3458,58.8048
44.53954194,48.195,3587,59.8916
44.55040838,48.195,3560,59.6657
44.56127482,48.195,3429,58.5577
44.57214126,48.195,3409,58.3866
44.5830077,48.195,3604,60.0333
44.59387414,48.195,3387,58.1979
44.60474058,48.195,3471,58.9152
44.61560702,48.195,3474,58.9406
44.62647346,48.195,3453,58.7622
44.6373399,48.195,3580,59.8331
44.64820634,48.195,3509,59.2368
44.65907278,48.195,3608,60.0666
44.66993922,48.195,3540,59.4979
44.68080566,48.195,3630,60.2495
44.6916721,48.195,3518,59.3127
44.70253854,48.195,3639,60.3241
44.71340498,48.195,3530,59.4138
44.72427142,48.195,3534,59.4475
44.73513786,48.195,3625,60.208
44.7460043,48.195,3594,59.95
44.75687074,48.195,3517,59.3043
44.76773718,48.195,3505,59.203
44.77860362,48.195,3615,60.1249
44.78947006,48.195,3521,59.338
44.8003365,48.195,3494,59.1101
44.81120294,48.195,3483,59.0169
44.82206938,48.195,3437,58.6259
44.83293582,48.195,3423,58.5064
44.84380226,48.195,3480,58.9915
44.8546687,48.195,3485,59.0339
44.86553514,48.195,3557,59.6406
44.87640158,48.195,3551,59.5903
44.88726802,48.195,3405,58.3524
44.89813446,48.195,3488,59.0593
44.9090009,48.195,3436,58.6174
44.91986734,48.195,3368,58.0345
44.93073378,48.195,3430,58.5662
44.94160022,48.195,3421,58.4893
44.95246666,48.195,3546,59.5483
44.9633331,48.195,3426,58.532
44.97419954,48.195,3511,59.2537
44.98506598,48.195,3325,57.6628
44.99593242,48.195,3359,57.9569
45.00679886,48.195,3305,57.4891
45.0176653,48.195,3526,59.3801
45.02853174,48.195,3423,58.5064
45.03939818,48.195,3444,58.6856
45.05026462,48.195,3522,59.3464
45.06113106,48.195,3512,59.2621
45.0719975,48.195,3465,58.8643
45.08286394,48.195,3511,59.2537
45.09373038,48.195,3405,58.3524
45.10459682,48.195,3442,58.6686
45.11546326,48.195,3410,58.3952
45.1263297,48.195,3485,59.0339
45.13719614,48.195,3352,57.8965
45.14806258,48.195,3383,58.1636
45.15892902,48.195,3465,58.8643
45.16979546,48.195,3463,58.8473
45.1806619,48.195,3401,58.3181
45.19152834,48.195,3321,57.6281
45.20239478,48.195,3369,58.0431
45.21326122,48.195,3379,58.1292
45.22412766,48.195,3317,57.5934
45.2349941,48.195,3339,57.7841
45.24586054,48.195,3398,58.2924
45.25672698,48.195,3351,57.8878
45.26759342,48.195,3289,57.3498
45.27845986,48.195,3386,58.1893
45.2893263,48.195,3392,58.2409
45.30019274,48.195,3311,57.5413
45.31105918,48.195,3331,57.7148
45.32192562,48.195,3421,58.4893
45.33279206,48.195,3336,57.7581
45.3436585,48.195,3419,58.4722
45.35452494,48.195,3263,57.1227
45.36539138,48.195,3375,58.0948
45.37625782,48.195,3389,58.2151
45.38712426,48.195,3346,57.8446
45.3979907,48.195,3375,58.0948
45.40885714,48.195,3320,57.6194
45.41972358,48.195,3407,58.3695
45.43059002,48.195,3448,58.7197
45.44145646,48.195,3485,59.0339
45.4523229,48.195,3439,58.643
45.46318934,48.195,3414,58.4294
45.47405578,48.195,3430,58.5662
45.48492222,48.195,3401,58.3181
45.49578866,48.195,3460,58.8218
45.5066551,48.195,3466,58.8727
45.51752154,48.195,3387,58.1979
45.52838798,48.195,3411,58.4038
45.53925442,48.195,3425,58.5235
45.55012086,48.195,3341,57.8014
45.5609873,48.195,3472,58.9237
45.57185374,48.195,3307,57.5065
45.58272018,48.195,3406,58.3609
45.59358662,48.195,3491,59.0847
45.60445306,48.195,3521,59.338
45.6153195,48.195,3497,59.1354
45.62618594,48.195,3431,58.5747
45.63705238,48.195,3471,58.9152
45.64791882,48.195,3511,59.2537
45.65878526,48.195,3594,59.95
45.6696517,48.195,3526,59.3801
45.68051814,48.195,3516,59.2959
45.69138458,48.195,3520,59.3296
45.70225102,48.195,3491,59.0847
45.71311746,48.195,3551,59.5903
45.7239839,48.195,3482,59.0085
45.73485034,48.195,3402,58.3267
45.74571678,48.195,3413,58.4209
45.75658322,48.195,3483,59.0169
45.76744966,48.195,3463,58.8473
45.7783161,48.195,3537,59.4727
45.78918254,48.195,3460,58.8218
45.80004898,48.195,3413,58.4209
45.81091542,48.195,3482,59.0085
45.82178186,48.195,3496,59.127
45.8326483,48.195,3510,59.2453
45.84351474,48.195,3592,59.9333
45.85438118,48.195,3522,59.3464
45.86524762,48.195,3608,60.0666
45.87611406,48.195,3569,59.7411
45.8869805,48.195,3658,60.4814
45.89784694,48.195,3666,60.5475
45.90871338,48.195,3852,62.0645
45.91957982,48.195,3734,61.1065
45.93044626,48.195,3885,62.3298
45.9413127,48.195,3809,61.7171
45.95217914,48.195,3696,60.7947
45.96304558,48.195,3558,59.649
45.97391202,48.195,3512,59.2621
45.98477846,48.195,3483,59.0169
45.9956449,48.195,3623,60.1914
46.00651134,48.195,3408,58.3781
46.01737778,48.195,3615,60.1249
46.02824422,48.195,3471,58.9152
46.03911066,48.195,3518,59.3127
46.0499771,48.195,3611,60.0916
46.06084354,48.195,3520,59.3296
46.07170998,48.195,3505,59.203
46.08257642,48.195,3558,59.649
46.09344286,48.195,3392,58.2409
46.1043093,48.195,3374,58.0861
46.11517574,48.195,3416,58.4466
46.12604218,48.195,3345,57.836
46.13690862,48.195,3381,58.1464
46.14777506,48.195,3433,58.5918
46.1586415,48.195,3415,58.438
46.16950794,48.195,3423,58.5064
46.18037438,48.195,3430,58.5662
46.19124082,48.195,3410,58.3952
46.20210726,48.195,3417,58.4551
46.2129737,48.195,3467,58.8812
46.22384014,48.195,3458,58.8048
46.23470658,48.195,3562,59.6825
46.24557302,48.195,3407,58.3695
46.25643946,48.195,3542,59.5147
46.2673059,48.195,3517,59.3043
46.27817234,48.195,3389,58.2151
46.28903878,48.195,3405,58.3524
46.29990522,48.195,3485,59.0339
46.31077166,48.195,3425,58.5235
46.3216381,48.195,3422,58.4979
46.33250454,48.195,3332,57.7235
46.34337098,48.195,3508,59.2284
46.35423742,48.195,3422,58.4979
46.36510386,48.195,3303,57.4717
46.3759703,48.195,3361,57.9741
46.38683674,48.195,3371,58.0603
46.39770318,48.195,3430,58.5662
46.40856962,48.195,3453,58.7622
46.41943606,48.195,3285,57.3149
46.4303025,48.195,3300,57.4456
46.44116894,48.195,3301,57.4543
46.45203538,48.195,3424,58.515
46.46290182,48.195,3388,58.2065
46.47376826,48.195,3270,57.1839
46.4846347,48.195,3241,56.9298
46.49550114,48.195,3315,57.576
46.50636758,48.195,3179,56.3826
46.51723402,48.195,3358,57.9483
46.52810046,48.195,3386,58.1893
46.5389669,48.195,3287,57.3324
46.54983334,48.195,3294,57.3934
46.56069978,48.195,3380,58.1378
46.57156622,48.195,3354,57.9137
46.58243266,48.195,3342,57.81
46.5932991,48.195,3274,57.2189
46.60416554,48.195,3333,57.7321
46.61503198,48.195,3329,57.6975
46.62589842,48.195,3416,58.4466
46.63676486,48.195,3362,57.9828
46.6476313,48.195,3391,58.2323
46.65849774,48.195,3400,58.3095
46.66936418,48.195,3317,57.5934
46.68023062,48.195,3351,57.8878
46.69109706,48.195,3365,58.0086
46.7019635,48.195,3450,58.7367
46.71282994,48.195,3404,58.3438
46.72369638,48.195,3379,58.1292
46.73456282,48.195,3359,57.9569
46.74542926,48.195,3344,57.8273
46.7562957,48.195,3346,57.8446
46.76716214,48.195,3483,59.0169
46.77802858,48.195,3378,58.1206
46.78889502,48.195,3421,58.4893
46.79976146,48.195,3406,58.3609
46.8106279,48.195,3359,57.9569
46.82149434,48.195,3488,59.0593
46.83236078,48.195,3378,58.1206
46.84322722,48.195,3404,58.3438
46.85409366,48.195,3399,58.3009
46.8649601,48.195,3388,58.2065
46.87582654,48.195,3317,57.5934
46.88669298,48.195,3468,58.8897
46.89755942,48.195,3475,58.9491
46.90842586,48.195,3510,59.2453
46.9192923,48.195,3579,59.8247
46.93015874,48.195,3772,61.4166
46.94102518,48.195,3826,61.8547
46.95189162,48.195,3950,62.849
46.96275806,48.195,3856,62.0967
46.9736245,48.195,3820,61.8061
46.98449094,48.195,3821,61.8142
46.99535738,48.195,3684,60.696
47.00622382,48.195,3769,61.3922
47.01709026,48.195,3734,61.1065
47.0279567,48.195,3702,60.8441
47.03882314,48.195,3773,61.4248
47.04968958,48.195,3829,61.8789
47.06055602,48.195,3813,61.7495
47.07142246,48.195,3854,62.0806
47.0822889,48.195,3939,62.7615
47.09315534,48.195,3862,62.145
47.10402178,48.195,3860,62.1289
47.11488822,48.195,3688,60.7289
47.12575466,48.195,3844,62
47.1366211,48.195,3756,61.2862
47.14748754,48.195,3847,62.0242
47.15835398,48.195,3953,62.8729
47.16922042,48.195,4111,64.1171
47.18008686,48.195,4231,65.0461
47.1909533,48.195,4348,65.9394
47.20181974,48.195,4474,66.888
47.21268618,48.195,4542,67.3944
47.22355262,48.195,4854,69.6707
